Oscilloscope data. 
Time step = 100,0 nS
Voltage step = 15,63 mV
Zero level = 87

N 	Smpl.	Trig
497	59	0
498	59	0
499	59	0
500	59	0
501	59	0
502	59	0
503	59	0
504	59	0
505	59	0
506	59	0
507	59	0
508	59	0
509	59	0
510	59	0
511	59	0
512	192	0
513	187	0
514	188	0
515	188	0
516	188	0
517	188	0
518	188	0
519	188	0
520	188	0
521	188	0
522	188	0
523	188	0
524	187	0
525	188	0
526	188	0
527	188	0
528	188	0
529	188	0
530	188	0
531	187	0
532	56	0
533	60	0
534	60	0
535	59	0
536	59	0
537	59	0
538	59	0
539	59	0
540	59	0
541	59	0
542	59	0
543	59	0
544	59	0
545	59	0
546	59	0
547	59	0
548	59	0
549	59	0
550	59	0
551	59	0
552	59	0
553	59	0
554	59	0
555	59	0
556	59	0
557	59	0
558	59	0
559	59	0
560	59	0
561	59	0
562	59	0
563	59	0
564	59	0
565	59	0
566	59	0
567	59	0
568	59	0
569	59	0
570	59	0
571	59	0
572	59	0
573	59	0
574	59	0
575	59	0
576	59	0
577	60	0
578	59	0
579	59	0
580	59	0
581	59	0
582	59	0
583	59	0
584	59	0
585	59	0
586	59	0
587	59	0
588	59	0
589	59	0
590	60	0
591	59	0
592	59	0
593	59	0
594	59	0
595	59	0
596	59	0
597	59	0
598	59	0
599	59	0
600	59	0
601	59	0
602	192	0
603	188	0
604	187	0
605	188	0
606	188	0
607	188	0
608	188	0
609	187	0
610	188	0
611	188	0
612	187	0
613	188	0
614	188	0
615	188	0
616	188	0
617	188	0
618	188	0
619	188	0
620	188	0
621	188	0
622	55	0
623	59	0
624	59	0
625	60	0
626	59	0
627	59	0
628	60	0
629	59	0
630	59	0
631	59	0
632	59	0
633	59	0
634	59	0
635	59	0
636	59	0
637	59	0
638	59	0
639	59	0
640	59	0
641	59	0
642	59	0
643	59	0
644	59	0
645	59	0
646	59	0
647	59	0
648	59	0
649	59	0
650	59	0
651	59	0
652	59	0
653	59	0
654	59	0
655	59	0
656	59	0
657	59	0
658	60	0
659	59	0
660	59	0
661	59	0
662	59	0
663	59	0
664	59	0
665	59	0
666	59	0
667	59	0
668	59	0
669	59	0
670	59	0
671	59	0
672	59	0
673	59	0
674	59	0
675	59	0
676	59	0
677	59	0
678	59	0
679	59	0
680	59	0
681	59	0
682	59	0
683	59	0
684	59	0
685	59	0
686	59	0
687	60	0
688	59	0
689	59	0
690	59	0
691	59	0
692	192	0
693	188	0
694	188	0
695	188	0
696	188	0
697	188	0
698	188	0
699	188	0
700	188	0
701	188	0
702	188	0
703	188	0
704	187	0
705	188	0
706	188	0
707	188	0
708	188	0
709	188	0
710	188	0
711	188	0
712	55	0
713	59	0
714	59	0
715	59	0
716	59	0
717	59	0
718	59	0
719	59	0
720	59	0
721	59	0
722	59	0
723	59	0
724	59	0
725	59	0
726	59	0
727	60	0
728	59	0
729	59	0
730	59	0
731	59	0
732	59	0
733	59	0
734	59	0
735	59	0
736	59	0
737	59	0
738	59	0
739	59	0
740	59	0
741	59	0
742	59	0
743	59	0
744	59	0
745	59	0
746	59	0
747	59	0
748	59	0
749	59	0
750	59	0
751	59	0
752	59	0
753	59	0
754	59	0
755	59	0
756	59	0
757	59	0
758	59	0
759	59	0
760	59	0
761	59	0
762	59	0
763	59	0
764	59	0
765	59	0
766	59	0
767	59	0
768	59	0
769	59	0
770	59	0
771	59	0
772	59	0
773	59	0
774	59	0
775	59	0
776	59	0
777	59	0
778	59	0
779	59	0
780	59	0
781	59	0
782	192	0
783	188	0
784	187	0
785	188	0
786	188	0
787	188	0
788	188	0
789	188	0
790	188	0
791	188	0
792	188	0
793	188	0
794	188	0
795	188	0
796	188	0
797	187	0
798	188	0
799	188	0
800	188	0
801	188	0
802	55	0
803	59	0
804	59	0
805	59	0
806	59	0
807	59	0
808	59	0
809	60	0
810	59	0
811	59	0
812	59	0
813	59	0
814	59	0
815	59	0
816	59	0
817	59	0
818	59	0
819	59	0
820	59	0
821	59	0
822	59	0
823	59	0
824	59	0
825	59	0
826	59	0
827	59	0
828	59	0
829	59	0
830	59	0
831	59	0
832	59	0
833	59	0
834	59	0
835	59	0
836	59	0
837	59	0
838	59	0
839	59	0
840	59	0
841	59	0
842	59	0
843	59	0
844	59	0
845	59	0
846	59	0
847	59	0
848	59	0
849	59	0
850	59	0
851	59	0
852	59	0
853	60	0
854	59	0
855	59	0
856	59	0
857	59	0
858	59	0
859	59	0
860	59	0
861	59	0
862	59	0
863	59	0
864	59	0
865	59	0
866	59	0
867	59	0
868	60	0
869	59	0
870	59	0
871	60	0
872	192	0
873	187	0
874	188	0
875	188	0
876	188	0
877	188	0
878	188	0
879	188	0
880	188	0
881	188	0
882	188	0
883	188	0
884	187	0
885	188	0
886	188	0
887	188	0
888	188	0
889	187	0
890	187	0
891	188	0
892	55	0
893	59	0
894	59	0
895	59	0
896	59	0
897	59	0
898	59	0
899	59	0
900	59	0
901	59	0
902	59	0
903	59	0
904	59	0
905	59	0
906	59	0
907	59	0
908	59	0
909	59	0
910	59	0
911	59	0
912	59	0
913	59	0
914	59	0
915	59	0
916	59	0
917	59	0
918	59	0
919	59	0
920	59	0
921	59	0
922	59	0
923	59	0
924	59	0
925	59	0
926	59	0
927	59	0
928	59	0
929	59	0
930	59	0
931	59	0
932	59	0
933	59	0
934	59	0
935	59	0
936	59	0
937	59	0
938	59	0
939	59	0
940	59	0
941	59	0
942	59	0
943	59	0
944	59	0
945	59	0
946	59	0
947	59	0
948	59	0
949	59	0
950	59	0
951	59	0
952	59	0
953	59	0
954	59	0
955	59	0
956	59	0
957	59	0
958	59	0
959	59	0
960	59	0
961	59	0
962	192	0
963	188	0
964	188	0
965	188	0
966	188	0
967	188	0
968	188	0
969	188	0
970	188	0
971	187	0
972	188	0
973	187	0
974	187	0
975	188	0
976	188	0
977	188	0
978	188	0
979	188	0
980	188	0
981	188	0
982	55	0
983	59	0
984	59	0
985	59	0
986	59	0
987	59	0
988	59	0
989	59	0
990	59	0
991	59	0
992	59	0
993	59	0
994	59	0
995	59	0
996	59	0
997	59	0
998	59	0
999	59	0
